,Date,Store_Number,Transaction_Count,target_pct,met_target,bonus_payable,month,day_of_week
35,2013-01-02,40,1178,0.4712,False,0.0,1,2
36,2013-01-02,41,915,0.366,False,0.0,1,2
37,2013-01-02,43,1385,0.554,False,0.0,1,2
38,2013-01-02,44,4821,1.9284,True,100.0,1,2
39,2013-01-02,45,4208,1.6832,True,100.0,1,2
40,2013-01-02,46,4886,1.9544,True,100.0,1,2
41,2013-01-02,47,4161,1.6644,True,100.0,1,2
42,2013-01-02,48,3397,1.3588,True,100.0,1,2
43,2013-01-02,49,2346,0.9384,False,0.0,1,2
44,2013-01-02,50,3077,1.2308,True,100.0,1,2
45,2013-01-02,51,1985,0.794,False,0.0,1,2
46,2013-01-02,54,998,0.3992,False,0.0,1,2
47,2013-01-03,1,1833,0.7332,False,0.0,1,3
48,2013-01-03,2,2033,0.8132,False,0.0,1,3
49,2013-01-03,3,3026,1.2104,True,100.0,1,3
50,2013-01-03,4,1551,0.6204,False,0.0,1,3
51,2013-01-03,5,1740,0.696,False,0.0,1,3
52,2013-01-03,6,1795,0.718,False,0.0,1,3
53,2013-01-03,7,1568,0.6272,False,0.0,1,3
54,2013-01-03,8,2904,1.1616,True,100.0,1,3
55,2013-01-03,9,2396,0.9584,False,0.0,1,3
56,2013-01-03,10,1157,0.4628,False,0.0,1,3
57,2013-01-03,11,2675,1.07,True,100.0,1,3
58,2013-01-03,12,1248,0.4992,False,0.0,1,3
59,2013-01-03,13,916,0.3664,False,0.0,1,3
60,2013-01-03,14,1823,0.7292,False,0.0,1,3
61,2013-01-03,15,1512,0.6048,False,0.0,1,3
62,2013-01-03,16,1101,0.4404,False,0.0,1,3
63,2013-01-03,17,1339,0.5356,False,0.0,1,3
64,2013-01-03,18,1484,0.5936,False,0.0,1,3
65,2013-01-03,19,1098,0.4392,False,0.0,1,3
66,2013-01-03,23,1181,0.4724,False,0.0,1,3
67,2013-01-03,24,2462,0.9848,False,0.0,1,3
68,2013-01-03,25,887,0.3548,False,0.0,1,3
69,2013-01-03,26,813,0.3252,False,0.0,1,3
70,2013-01-03,27,928,0.3712,False,0.0,1,3
71,2013-01-03,28,749,0.2996,False,0.0,1,3
72,2013-01-03,30,689,0.2756,False,0.0,1,3
73,2013-01-03,31,1126,0.4504,False,0.0,1,3
74,2013-01-03,32,727,0.2908,False,0.0,1,3
75,2013-01-03,33,1168,0.4672,False,0.0,1,3
76,2013-01-03,34,2348,0.9392,False,0.0,1,3
77,2013-01-03,35,725,0.29,False,0.0,1,3
78,2013-01-03,37,1526,0.6104,False,0.0,1,3
79,2013-01-03,38,1746,0.6984,False,0.0,1,3
80,2013-01-03,39,1426,0.5704,False,0.0,1,3
81,2013-01-03,40,1171,0.4684,False,0.0,1,3
82,2013-01-03,41,809,0.3236,False,0.0,1,3
83,2013-01-03,43,1334,0.5336,False,0.0,1,3
84,2013-01-03,44,3618,1.4472,True,100.0,1,3
85,2013-01-03,45,3314,1.3256,True,100.0,1,3
86,2013-01-03,46,3438,1.3752,True,100.0,1,3
87,2013-01-03,47,3660,1.464,True,100.0,1,3
88,2013-01-03,48,2887,1.1548,True,100.0,1,3
89,2013-01-03,49,1702,0.6808,False,0.0,1,3
90,2013-01-03,50,2307,0.9228,False,0.0,1,3
91,2013-01-03,51,1644,0.6576,False,0.0,1,3
92,2013-01-03,54,920,0.368,False,0.0,1,3
93,2013-01-04,1,1863,0.7452,False,0.0,1,4
94,2013-01-04,2,2066,0.8264,False,0.0,1,4
95,2013-01-04,3,3188,1.2752,True,100.0,1,4
96,2013-01-04,4,1596,0.6384,False,0.0,1,4
97,2013-01-04,5,1642,0.6568,False,0.0,1,4
98,2013-01-04,6,1679,0.6716,False,0.0,1,4
99,2013-01-04,7,1513,0.6052,False,0.0,1,4
100,2013-01-04,8,2962,1.1848,True,100.0,1,4
101,2013-01-04,9,1975,0.79,False,0.0,1,4
102,2013-01-04,10,970,0.388,False,0.0,1,4
103,2013-01-04,11,2515,1.006,True,100.0,1,4
104,2013-01-04,12,1064,0.4256,False,0.0,1,4
105,2013-01-04,13,879,0.3516,False,0.0,1,4
106,2013-01-04,14,1641,0.6564,False,0.0,1,4
107,2013-01-04,15,1318,0.5272,False,0.0,1,4
108,2013-01-04,16,977,0.3908,False,0.0,1,4
109,2013-01-04,17,1139,0.4556,False,0.0,1,4
110,2013-01-04,18,1238,0.4952,False,0.0,1,4
111,2013-01-04,19,1003,0.4012,False,0.0,1,4
112,2013-01-04,23,1257,0.5028,False,0.0,1,4
113,2013-01-04,24,2607,1.0428,True,100.0,1,4
114,2013-01-04,25,1054,0.4216,False,0.0,1,4
115,2013-01-04,26,813,0.3252,False,0.0,1,4
116,2013-01-04,27,1034,0.4136,False,0.0,1,4
117,2013-01-04,28,651,0.2604,False,0.0,1,4
118,2013-01-04,30,689,0.2756,False,0.0,1,4
119,2013-01-04,31,1246,0.4984,False,0.0,1,4
120,2013-01-04,32,680,0.272,False,0.0,1,4
121,2013-01-04,33,948,0.3792,False,0.0,1,4
122,2013-01-04,34,2369,0.9476,False,0.0,1,4
123,2013-01-04,35,630,0.252,False,0.0,1,4
124,2013-01-04,37,1701,0.6804,False,0.0,1,4
125,2013-01-04,38,1723,0.6892,False,0.0,1,4
126,2013-01-04,39,1285,0.514,False,0.0,1,4
127,2013-01-04,40,1044,0.4176,False,0.0,1,4
128,2013-01-04,41,835,0.334,False,0.0,1,4
129,2013-01-04,43,1358,0.5432,False,0.0,1,4
130,2013-01-04,44,4169,1.6676,True,100.0,1,4
131,2013-01-04,45,3630,1.452,True,100.0,1,4
132,2013-01-04,46,3434,1.3736,True,100.0,1,4
133,2013-01-04,47,3915,1.566,True,100.0,1,4
134,2013-01-04,48,2900,1.16,True,100.0,1,4
135,2013-01-04,49,2016,0.8064,False,0.0,1,4
136,2013-01-04,50,2698,1.0792,True,100.0,1,4
137,2013-01-04,51,1786,0.7144,False,0.0,1,4
138,2013-01-04,54,794,0.3176,False,0.0,1,4
139,2013-01-05,1,1509,0.6036,False,0.0,1,5
140,2013-01-05,2,2062,0.8248,False,0.0,1,5
141,2013-01-05,3,3623,1.4492,True,100.0,1,5
142,2013-01-05,4,1825,0.73,False,0.0,1,5
143,2013-01-05,5,1643,0.6572,False,0.0,1,5
144,2013-01-05,6,2154,0.8616,False,0.0,1,5
145,2013-01-05,7,1599,0.6396,False,0.0,1,5
146,2013-01-05,8,3060,1.224,True,100.0,1,5
147,2013-01-05,9,2604,1.0416,True,100.0,1,5
148,2013-01-05,10,1269,0.5076,False,0.0,1,5
149,2013-01-05,11,3052,1.2208,True,100.0,1,5
150,2013-01-05,12,1293,0.5172,False,0.0,1,5
151,2013-01-05,13,1336,0.5344,False,0.0,1,5
152,2013-01-05,14,2052,0.8208,False,0.0,1,5
153,2013-01-05,15,1543,0.6172,False,0.0,1,5
154,2013-01-05,16,1109,0.4436,False,0.0,1,5
155,2013-01-05,17,1433,0.5732,False,0.0,1,5
156,2013-01-05,18,1323,0.5292,False,0.0,1,5
157,2013-01-05,19,1713,0.6852,False,0.0,1,5
158,2013-01-05,23,1250,0.5,False,0.0,1,5
159,2013-01-05,24,2578,1.0312,True,100.0,1,5
160,2013-01-05,25,1355,0.542,False,0.0,1,5
161,2013-01-05,26,1081,0.4324,False,0.0,1,5
162,2013-01-05,27,1327,0.5308,False,0.0,1,5
163,2013-01-05,28,1033,0.4132,False,0.0,1,5
164,2013-01-05,30,749,0.2996,False,0.0,1,5
165,2013-01-05,31,1317,0.5268,False,0.0,1,5
166,2013-01-05,32,890,0.356,False,0.0,1,5
167,2013-01-05,33,1217,0.4868,False,0.0,1,5
168,2013-01-05,34,2599,1.0396,True,100.0,1,5
169,2013-01-05,35,723,0.2892,False,0.0,1,5
170,2013-01-05,37,1770,0.708,False,0.0,1,5
171,2013-01-05,38,2214,0.8856,False,0.0,1,5
172,2013-01-05,39,1851,0.7404,False,0.0,1,5
173,2013-01-05,40,1118,0.4472,False,0.0,1,5
174,2013-01-05,41,1021,0.4084,False,0.0,1,5
175,2013-01-05,43,1205,0.482,False,0.0,1,5
176,2013-01-05,44,4921,1.9684,True,100.0,1,5
177,2013-01-05,45,4331,1.7324,True,100.0,1,5
178,2013-01-05,46,4935,1.974,True,100.0,1,5
179,2013-01-05,47,4764,1.9056,True,100.0,1,5
180,2013-01-05,48,4084,1.6336,True,100.0,1,5
181,2013-01-05,49,2562,1.0248,True,100.0,1,5
182,2013-01-05,50,3459,1.3836,True,100.0,1,5
183,2013-01-05,51,2068,0.8272,False,0.0,1,5
184,2013-01-05,54,949,0.3796,False,0.0,1,5
185,2013-01-06,1,520,0.208,False,0.0,1,6
186,2013-01-06,2,1992,0.7968,False,0.0,1,6
187,2013-01-06,3,3590,1.436,True,100.0,1,6
188,2013-01-06,4,1891,0.7564,False,0.0,1,6
189,2013-01-06,5,1754,0.7016,False,0.0,1,6
190,2013-01-06,6,2313,0.9252,False,0.0,1,6
191,2013-01-06,7,1431,0.5724,False,0.0,1,6
192,2013-01-06,8,2748,1.0992,True,100.0,1,6
193,2013-01-06,9,2635,1.054,True,100.0,1,6
194,2013-01-06,10,1173,0.4692,False,0.0,1,6
195,2013-01-06,11,3188,1.2752,True,100.0,1,6
196,2013-01-06,12,1271,0.5084,False,0.0,1,6
197,2013-01-06,13,1008,0.4032,False,0.0,1,6
198,2013-01-06,14,1313,0.5252,False,0.0,1,6
199,2013-01-06,15,1149,0.4596,False,0.0,1,6
200,2013-01-06,16,1323,0.5292,False,0.0,1,6
201,2013-01-06,17,1383,0.5532,False,0.0,1,6
202,2013-01-06,18,1405,0.562,False,0.0,1,6
203,2013-01-06,19,1157,0.4628,False,0.0,1,6
204,2013-01-06,23,1100,0.44,False,0.0,1,6
205,2013-01-06,24,2061,0.8244,False,0.0,1,6
206,2013-01-06,25,716,0.2864,False,0.0,1,6
207,2013-01-06,26,1075,0.43,False,0.0,1,6
208,2013-01-06,27,1614,0.6456,False,0.0,1,6
209,2013-01-06,28,1207,0.4828,False,0.0,1,6
210,2013-01-06,30,667,0.2668,False,0.0,1,6
211,2013-01-06,31,1468,0.5872,False,0.0,1,6
212,2013-01-06,32,772,0.3088,False,0.0,1,6
213,2013-01-06,33,1302,0.5208,False,0.0,1,6
214,2013-01-06,34,2377,0.9508,False,0.0,1,6
215,2013-01-06,35,651,0.2604,False,0.0,1,6
216,2013-01-06,37,1282,0.5128,False,0.0,1,6
217,2013-01-06,38,2522,1.0088,True,100.0,1,6
218,2013-01-06,39,1571,0.6284,False,0.0,1,6
219,2013-01-06,40,1023,0.4092,False,0.0,1,6
220,2013-01-06,41,1142,0.4568,False,0.0,1,6
221,2013-01-06,43,1194,0.4776,False,0.0,1,6
222,2013-01-06,44,4925,1.97,True,100.0,1,6
223,2013-01-06,45,4418,1.7672,True,100.0,1,6
224,2013-01-06,46,5401,2.1604,True,100.0,1,6
225,2013-01-06,47,4935,1.974,True,100.0,1,6
226,2013-01-06,48,4591,1.8364,True,100.0,1,6
227,2013-01-06,49,2795,1.118,True,100.0,1,6
228,2013-01-06,50,3297,1.3188,True,100.0,1,6
229,2013-01-06,51,1934,0.7736,False,0.0,1,6
230,2013-01-06,54,1180,0.472,False,0.0,1,6
231,2013-01-07,1,1807,0.7228,False,0.0,1,0
232,2013-01-07,2,1911,0.7644,False,0.0,1,0
233,2013-01-07,3,2996,1.1984,True,100.0,1,0
234,2013-01-07,4,1514,0.6056,False,0.0,1,0
235,2013-01-07,5,1577,0.6308,False,0.0,1,0
236,2013-01-07,6,1713,0.6852,False,0.0,1,0
237,2013-01-07,7,1705,0.682,False,0.0,1,0
238,2013-01-07,8,2768,1.1072,True,100.0,1,0
239,2013-01-07,9,2162,0.8648,False,0.0,1,0
240,2013-01-07,10,1148,0.4592,False,0.0,1,0
241,2013-01-07,11,2361,0.9444,False,0.0,1,0
242,2013-01-07,12,1113,0.4452,False,0.0,1,0
243,2013-01-07,13,921,0.3684,False,0.0,1,0
244,2013-01-07,14,1671,0.6684,False,0.0,1,0
245,2013-01-07,15,1413,0.5652,False,0.0,1,0
246,2013-01-07,16,1066,0.4264,False,0.0,1,0
247,2013-01-07,17,1292,0.5168,False,0.0,1,0
248,2013-01-07,18,1369,0.5476,False,0.0,1,0
249,2013-01-07,19,1137,0.4548,False,0.0,1,0
250,2013-01-07,23,1185,0.474,False,0.0,1,0
251,2013-01-07,24,2320,0.928,False,0.0,1,0
252,2013-01-07,25,703,0.2812,False,0.0,1,0
253,2013-01-07,26,792,0.3168,False,0.0,1,0
254,2013-01-07,27,1093,0.4372,False,0.0,1,0
255,2013-01-07,28,775,0.31,False,0.0,1,0
256,2013-01-07,30,663,0.2652,False,0.0,1,0
257,2013-01-07,31,1170,0.468,False,0.0,1,0
258,2013-01-07,32,699,0.2796,False,0.0,1,0
259,2013-01-07,33,1078,0.4312,False,0.0,1,0
260,2013-01-07,34,2224,0.8896,False,0.0,1,0
261,2013-01-07,35,568,0.2272,False,0.0,1,0
262,2013-01-07,37,1450,0.58,False,0.0,1,0
263,2013-01-07,38,1549,0.6196,False,0.0,1,0
264,2013-01-07,39,1356,0.5424,False,0.0,1,0
265,2013-01-07,40,1148,0.4592,False,0.0,1,0
266,2013-01-07,41,744,0.2976,False,0.0,1,0
267,2013-01-07,43,1137,0.4548,False,0.0,1,0
268,2013-01-07,44,3871,1.5484,True,100.0,1,0
269,2013-01-07,45,3339,1.3356,True,100.0,1,0
270,2013-01-07,46,3205,1.282,True,100.0,1,0
271,2013-01-07,47,3570,1.428,True,100.0,1,0
272,2013-01-07,48,2697,1.0788,True,100.0,1,0
273,2013-01-07,49,1719,0.6876,False,0.0,1,0
274,2013-01-07,50,2371,0.9484,False,0.0,1,0
275,2013-01-07,51,1637,0.6548,False,0.0,1,0
276,2013-01-07,54,890,0.356,False,0.0,1,0
277,2013-01-08,1,1869,0.7476,False,0.0,1,1
278,2013-01-08,2,1856,0.7424,False,0.0,1,1
279,2013-01-08,3,2826,1.1304,True,100.0,1,1
280,2013-01-08,4,1397,0.5588,False,0.0,1,1
281,2013-01-08,5,1504,0.6016,False,0.0,1,1
282,2013-01-08,6,1555,0.622,False,0.0,1,1
283,2013-01-08,7,1524,0.6096,False,0.0,1,1
284,2013-01-08,8,2639,1.0556,True,100.0,1,1
285,2013-01-08,9,2206,0.8824,False,0.0,1,1
286,2013-01-08,10,1100,0.44,False,0.0,1,1
287,2013-01-08,11,2388,0.9552,False,0.0,1,1
288,2013-01-08,12,1130,0.452,False,0.0,1,1
289,2013-01-08,13,879,0.3516,False,0.0,1,1
290,2013-01-08,14,1673,0.6692,False,0.0,1,1
291,2013-01-08,15,1330,0.532,False,0.0,1,1
292,2013-01-08,16,1009,0.4036,False,0.0,1,1
293,2013-01-08,17,1197,0.4788,False,0.0,1,1
294,2013-01-08,18,1388,0.5552,False,0.0,1,1
295,2013-01-08,19,1013,0.4052,False,0.0,1,1
296,2013-01-08,23,1143,0.4572,False,0.0,1,1
297,2013-01-08,24,2349,0.9396,False,0.0,1,1
298,2013-01-08,25,626,0.2504,False,0.0,1,1
299,2013-01-08,26,729,0.2916,False,0.0,1,1
300,2013-01-08,27,999,0.3996,False,0.0,1,1
301,2013-01-08,28,877,0.3508,False,0.0,1,1
302,2013-01-08,30,701,0.2804,False,0.0,1,1
303,2013-01-08,31,1200,0.48,False,0.0,1,1
304,2013-01-08,32,641,0.2564,False,0.0,1,1
305,2013-01-08,33,1164,0.4656,False,0.0,1,1
306,2013-01-08,34,2272,0.9088,False,0.0,1,1
307,2013-01-08,35,555,0.222,False,0.0,1,1
308,2013-01-08,37,1366,0.5464,False,0.0,1,1
309,2013-01-08,38,1331,0.5324,False,0.0,1,1
310,2013-01-08,39,1417,0.5668,False,0.0,1,1
311,2013-01-08,40,1090,0.436,False,0.0,1,1
312,2013-01-08,41,764,0.3056,False,0.0,1,1
313,2013-01-08,43,1155,0.462,False,0.0,1,1
314,2013-01-08,44,3593,1.4372,True,100.0,1,1
315,2013-01-08,45,3102,1.2408,True,100.0,1,1
316,2013-01-08,46,3061,1.2244,True,100.0,1,1
317,2013-01-08,47,3185,1.274,True,100.0,1,1
318,2013-01-08,48,2320,0.928,False,0.0,1,1
319,2013-01-08,49,1609,0.6436,False,0.0,1,1
320,2013-01-08,50,2251,0.9004,False,0.0,1,1
321,2013-01-08,51,1613,0.6452,False,0.0,1,1
322,2013-01-08,54,729,0.2916,False,0.0,1,1
323,2013-01-09,1,1910,0.764,False,0.0,1,2
324,2013-01-09,2,1975,0.79,False,0.0,1,2
325,2013-01-09,3,2932,1.1728,True,100.0,1,2
326,2013-01-09,4,1533,0.6132,False,0.0,1,2
327,2013-01-09,5,1513,0.6052,False,0.0,1,2
328,2013-01-09,6,1702,0.6808,False,0.0,1,2
329,2013-01-09,7,1525,0.61,False,0.0,1,2
330,2013-01-09,8,2802,1.1208,True,100.0,1,2
331,2013-01-09,9,1976,0.7904,False,0.0,1,2
332,2013-01-09,10,930,0.372,False,0.0,1,2
333,2013-01-09,11,2230,0.892,False,0.0,1,2
334,2013-01-09,12,1108,0.4432,False,0.0,1,2
335,2013-01-09,13,831,0.3324,False,0.0,1,2
336,2013-01-09,14,1591,0.6364,False,0.0,1,2
337,2013-01-09,15,1276,0.5104,False,0.0,1,2
338,2013-01-09,16,923,0.3692,False,0.0,1,2
339,2013-01-09,17,1110,0.444,False,0.0,1,2
340,2013-01-09,18,1206,0.4824,False,0.0,1,2
341,2013-01-09,19,960,0.384,False,0.0,1,2
342,2013-01-09,23,1127,0.4508,False,0.0,1,2
343,2013-01-09,24,2354,0.9416,False,0.0,1,2
344,2013-01-09,25,755,0.302,False,0.0,1,2
345,2013-01-09,26,738,0.2952,False,0.0,1,2
346,2013-01-09,27,1033,0.4132,False,0.0,1,2
347,2013-01-09,28,645,0.258,False,0.0,1,2
348,2013-01-09,30,627,0.2508,False,0.0,1,2
349,2013-01-09,31,1007,0.4028,False,0.0,1,2
350,2013-01-09,32,591,0.2364,False,0.0,1,2
351,2013-01-09,33,976,0.3904,False,0.0,1,2
352,2013-01-09,34,2101,0.8404,False,0.0,1,2
353,2013-01-09,35,539,0.2156,False,0.0,1,2
354,2013-01-09,37,1544,0.6176,False,0.0,1,2
355,2013-01-09,38,1525,0.61,False,0.0,1,2
356,2013-01-09,39,1219,0.4876,False,0.0,1,2
357,2013-01-09,40,939,0.3756,False,0.0,1,2
358,2013-01-09,41,749,0.2996,False,0.0,1,2
359,2013-01-09,43,1000,0.4,False,0.0,1,2
360,2013-01-09,44,4006,1.6024,True,100.0,1,2
361,2013-01-09,45,3268,1.3072,True,100.0,1,2
362,2013-01-09,46,2989,1.1956,True,100.0,1,2
363,2013-01-09,47,3370,1.348,True,100.0,1,2
364,2013-01-09,48,2316,0.9264,False,0.0,1,2
365,2013-01-09,49,1776,0.7104,False,0.0,1,2
366,2013-01-09,50,2228,0.8912,False,0.0,1,2
367,2013-01-09,51,1786,0.7144,False,0.0,1,2
368,2013-01-09,54,730,0.292,False,0.0,1,2
369,2013-01-10,1,1679,0.6716,False,0.0,1,3
370,2013-01-10,2,1761,0.7044,False,0.0,1,3
371,2013-01-10,3,2649,1.0596,True,100.0,1,3
372,2013-01-10,4,1326,0.5304,False,0.0,1,3
373,2013-01-10,5,1449,0.5796,False,0.0,1,3
374,2013-01-10,6,1422,0.5688,False,0.0,1,3
375,2013-01-10,7,1487,0.5948,False,0.0,1,3
376,2013-01-10,8,2545,1.018,True,100.0,1,3
377,2013-01-10,9,1942,0.7768,False,0.0,1,3
378,2013-01-10,10,925,0.37,False,0.0,1,3
379,2013-01-10,11,2274,0.9096,False,0.0,1,3
380,2013-01-10,12,1121,0.4484,False,0.0,1,3
381,2013-01-10,13,877,0.3508,False,0.0,1,3
382,2013-01-10,14,1423,0.5692,False,0.0,1,3
383,2013-01-10,15,1317,0.5268,False,0.0,1,3
384,2013-01-10,16,889,0.3556,False,0.0,1,3
385,2013-01-10,17,1141,0.4564,False,0.0,1,3
386,2013-01-10,18,1219,0.4876,False,0.0,1,3
387,2013-01-10,19,960,0.384,False,0.0,1,3
388,2013-01-10,23,1024,0.4096,False,0.0,1,3
389,2013-01-10,24,2226,0.8904,False,0.0,1,3
390,2013-01-10,25,632,0.2528,False,0.0,1,3
391,2013-01-10,26,710,0.284,False,0.0,1,3
392,2013-01-10,27,900,0.36,False,0.0,1,3
393,2013-01-10,28,700,0.28,False,0.0,1,3
394,2013-01-10,30,693,0.2772,False,0.0,1,3
395,2013-01-10,31,1001,0.4004,False,0.0,1,3
396,2013-01-10,32,603,0.2412,False,0.0,1,3
397,2013-01-10,33,868,0.3472,False,0.0,1,3
398,2013-01-10,34,2079,0.8316,False,0.0,1,3
399,2013-01-10,35,553,0.2212,False,0.0,1,3
400,2013-01-10,37,1323,0.5292,False,0.0,1,3
401,2013-01-10,38,1323,0.5292,False,0.0,1,3
402,2013-01-10,39,1209,0.4836,False,0.0,1,3
403,2013-01-10,40,944,0.3776,False,0.0,1,3
404,2013-01-10,41,649,0.2596,False,0.0,1,3
405,2013-01-10,43,967,0.3868,False,0.0,1,3
406,2013-01-10,44,3323,1.3292,True,100.0,1,3
407,2013-01-10,45,2697,1.0788,True,100.0,1,3
408,2013-01-10,46,2627,1.0508,True,100.0,1,3
409,2013-01-10,47,2982,1.1928,True,100.0,1,3
410,2013-01-10,48,2212,0.8848,False,0.0,1,3
411,2013-01-10,49,1481,0.5924,False,0.0,1,3
412,2013-01-10,50,2052,0.8208,False,0.0,1,3
413,2013-01-10,51,1515,0.606,False,0.0,1,3
414,2013-01-10,54,684,0.2736,False,0.0,1,3
415,2013-01-11,1,1813,0.7252,False,0.0,1,4
416,2013-01-11,2,1786,0.7144,False,0.0,1,4
417,2013-01-11,3,2954,1.1816,True,100.0,1,4
418,2013-01-11,4,1398,0.5592,False,0.0,1,4
419,2013-01-11,5,1446,0.5784,False,0.0,1,4
420,2013-01-11,6,1563,0.6252,False,0.0,1,4
421,2013-01-11,7,1497,0.5988,False,0.0,1,4
422,2013-01-11,8,2858,1.1432,True,100.0,1,4
423,2013-01-11,9,1750,0.7,False,0.0,1,4
424,2013-01-11,10,877,0.3508,False,0.0,1,4
425,2013-01-11,11,2053,0.8212,False,0.0,1,4
426,2013-01-11,12,1072,0.4288,False,0.0,1,4
427,2013-01-11,13,825,0.33,False,0.0,1,4
428,2013-01-11,14,1412,0.5648,False,0.0,1,4
429,2013-01-11,15,1168,0.4672,False,0.0,1,4
430,2013-01-11,16,912,0.3648,False,0.0,1,4
431,2013-01-11,17,986,0.3944,False,0.0,1,4
432,2013-01-11,18,1221,0.4884,False,0.0,1,4
433,2013-01-11,19,999,0.3996,False,0.0,1,4
434,2013-01-11,23,1046,0.4184,False,0.0,1,4
435,2013-01-11,24,2350,0.94,False,0.0,1,4
436,2013-01-11,25,979,0.3916,False,0.0,1,4
437,2013-01-11,26,725,0.29,False,0.0,1,4
438,2013-01-11,27,856,0.3424,False,0.0,1,4
439,2013-01-11,28,618,0.2472,False,0.0,1,4
440,2013-01-11,30,623,0.2492,False,0.0,1,4
441,2013-01-11,31,1011,0.4044,False,0.0,1,4
442,2013-01-11,32,641,0.2564,False,0.0,1,4
443,2013-01-11,33,893,0.3572,False,0.0,1,4
444,2013-01-11,34,2407,0.9628,False,0.0,1,4
445,2013-01-11,35,538,0.2152,False,0.0,1,4
446,2013-01-11,37,1447,0.5788,False,0.0,1,4
447,2013-01-11,38,1557,0.6228,False,0.0,1,4
448,2013-01-11,39,1163,0.4652,False,0.0,1,4
449,2013-01-11,40,970,0.388,False,0.0,1,4
450,2013-01-11,41,686,0.2744,False,0.0,1,4
451,2013-01-11,43,1264,0.5056,False,0.0,1,4
452,2013-01-11,44,3873,1.5492,True,100.0,1,4
453,2013-01-11,45,3083,1.2332,True,100.0,1,4
454,2013-01-11,46,2892,1.1568,True,100.0,1,4
455,2013-01-11,47,3312,1.3248,True,100.0,1,4
456,2013-01-11,48,2396,0.9584,False,0.0,1,4
457,2013-01-11,49,1768,0.7072,False,0.0,1,4
458,2013-01-11,50,2226,0.8904,False,0.0,1,4
459,2013-01-11,51,1658,0.6632,False,0.0,1,4
460,2013-01-11,54,766,0.3064,False,0.0,1,4
461,2013-01-12,1,1473,0.5892,False,0.0,1,5
462,2013-01-12,2,1998,0.7992,False,0.0,1,5
463,2013-01-12,3,3407,1.3628,True,100.0,1,5
464,2013-01-12,4,1543,0.6172,False,0.0,1,5
465,2013-01-12,5,1553,0.6212,False,0.0,1,5
466,2013-01-12,6,2020,0.808,False,0.0,1,5
467,2013-01-12,7,1416,0.5664,False,0.0,1,5
468,2013-01-12,8,2936,1.1744,True,100.0,1,5
469,2013-01-12,9,2271,0.9084,False,0.0,1,5
470,2013-01-12,10,1120,0.448,False,0.0,1,5
471,2013-01-12,11,2603,1.0412,True,100.0,1,5
472,2013-01-12,12,1241,0.4964,False,0.0,1,5
473,2013-01-12,13,1179,0.4716,False,0.0,1,5
474,2013-01-12,14,1939,0.7756,False,0.0,1,5
475,2013-01-12,15,1396,0.5584,False,0.0,1,5
476,2013-01-12,16,1045,0.418,False,0.0,1,5
477,2013-01-12,17,1385,0.554,False,0.0,1,5
478,2013-01-12,18,1217,0.4868,False,0.0,1,5
479,2013-01-12,19,1521,0.6084,False,0.0,1,5
480,2013-01-12,23,1208,0.4832,False,0.0,1,5
481,2013-01-12,24,2346,0.9384,False,0.0,1,5
482,2013-01-12,25,1368,0.5472,False,0.0,1,5
483,2013-01-12,26,907,0.3628,False,0.0,1,5
484,2013-01-12,27,1330,0.532,False,0.0,1,5
485,2013-01-12,28,890,0.356,False,0.0,1,5
